OID_,vh_raw,vv_raw,zonal_0304_10m_p5,zonal_0304_10m_p25,zonal_0304_10m_p75,zonal_0304_10m_p95,Point_ID,S1_pixel_ID,orig_S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var,zonal_0304_5m_p95_max,zonal_0304_5m_p95_min,zonal_0304_5m_p95_mean,zonal_0304_5m_p5_max,zonal_0304_5m_p5_min,zonal_0304_5m_p5_mean,zonal_0304_5m_range_max,zonal_0304_5m_range_min,zonal_0304_5m_range_mean,zonal_0304_5m_min_max,zonal_0304_5m_min_mean,zonal_0304_5m_med_max,zonal_0304_5m_med_min,zonal_0304_5m_med_mean,zonal_0304_5m_max_min,zonal_0304_5m_max_mean,zonal_0304_2m_max_min,zonal_0304_2m_max_mean,zonal_0304_2m_med_max,zonal_0304_2m_med_min,zonal_0304_2m_med_mean,zonal_0304_2m_min_max,zonal_0304_2m_min_mean,zonal_0304_2m_range_max,zonal_0304_2m_range_min,zonal_0304_2m_range_mean,zonal_0304_2m_p5_max,zonal_0304_2m_p5_min,zonal_0304_2m_p5_mean,zonal_0304_2m_p95_max,zonal_0304_2m_p95_min,zonal_0304_2m_p95_mean,zonal_0304_1m_p95_max,zonal_0304_1m_p95_min,zonal_0304_1m_p95_mean,zonal_0304_1m_p5_max,zonal_0304_1m_p5_min,zonal_0304_1m_p5_mean,zonal_0304_1m_range_max,zonal_0304_1m_range_min,zonal_0304_1m_range_mean,zonal_0304_1m_min_max,zonal_0304_1m_min_mean,zonal_0304_1m_med_max,zonal_0304_1m_med_min,zonal_0304_1m_med_mean,zonal_0304_1m_max_min,zonal_0304_1m_max_mean,zonal_0304_50cm_max_min,zonal_0304_50cm_max_mean,zonal_0304_50cm_med_max,zonal_0304_50cm_med_min,zonal_0304_50cm_med_mean,zonal_0304_50cm_min_max,zonal_0304_50cm_min_mean,zonal_0304_50cm_range_max,zonal_0304_50cm_range_min,zonal_0304_50cm_range_mean,zonal_0304_50cm_p5_max,zonal_0304_50cm_p5_min,zonal_0304_50cm_p5_mean,zonal_0304_50cm_p95_max,zonal_0304_50cm_p95_min,zonal_0304_50cm_p95_mean,zonal_0304_25cm_max_1_min,zonal_0304_25cm_max_1_mean,zonal_0304_25cm_med_1_max,zonal_0304_25cm_med_1_min,zonal_0304_25cm_med_1_mean,zonal_0304_25cm_min_1_max,zonal_0304_25cm_min_1_mean,zonal_0304_25cm_range_1_max,zonal_0304_25cm_range_1_min,zonal_0304_25cm_range_1_mean,zonal_0304_25cm_p5_1_max,zonal_0304_25cm_p5_1_min,zonal_0304_25cm_p5_1_mean,zonal_0304_25cm_p95_1_max,zonal_0304_25cm_p95_1_min,zonal_0304_25cm_p95_1_mean,zonal_0304_10m_range,zonal_0304_10m_min,zonal_0304_10m_med,zonal_0304_10m_max
11,0.0026506,0.1360184,0.0006982,0.0011198,0.0022292,0.0045493,11,2040,2253,0.9999928,61.9861107,1921.152832,18.7388897,0.7555955,244.2444458,0.0058808,0.0037759,0.0043215,0.0007977,0.0006638,0.0007085,0.0201495,0.010741,0.0150347,0.0002154,0.0001772,0.0019905,0.0014541,0.0016236,0.0109564,0.0152119,0.0044988,0.0088891,0.0023798,0.0011833,0.0016587,0.0003453,0.0002584,0.0200182,0.0042721,0.0086307,0.0009342,0.0005858,0.0007175,0.0091401,0.0022234,0.0042959,0.0140246,0.0020118,0.0039331,0.0015048,0.0005354,0.0007471,0.0199518,0.0027667,0.0062558,0.0005081,0.0003239,0.0041256,0.0010058,0.0017328,0.0030541,0.0065797,0.0015387,0.0048836,0.0104331,0.0008329,0.0018032,0.001974,0.0004633,0.0192073,0.0012288,0.0044203,0.0034935,0.0004371,0.0008116,0.0170208,0.0013656,0.0036415,0.0012922,0.0037797,0.013228,0.0007232,0.0018558,0.0083963,0.0007122,0.017549,0.0008018,0.0030675,0.0093011,0.0003671,0.0009536,0.0193462,0.0011295,0.0032694,0.0202141,0.0001082,0.001617,0.0203223
12,0.0035627,0.0477667,0.0008264,0.0013515,0.0029269,0.0050471,12,1719,1386,1,62,1922,23.166666,0.8072674,351.0333252,0.0066586,0.0042393,0.0050171,0.0009201,0.0007849,0.0008334,0.0255544,0.009531,0.0157368,0.0002542,0.0002391,0.0024151,0.0017669,0.0019805,0.0097852,0.0159758,0.0054668,0.0100068,0.0031617,0.0015545,0.0020273,0.000453,0.0003055,0.0254657,0.0051646,0.0097012,0.0011259,0.0006976,0.0008483,0.0079733,0.0034531,0.0048984,0.0102454,0.0028533,0.0048062,0.001347,0.0006449,0.0008618,0.025397,0.0043736,0.007471,0.0006924,0.0003797,0.0040063,0.0013646,0.0020499,0.0046656,0.0078506,0.0026108,0.0064549,0.005328,0.0011711,0.0020771,0.0011269,0.0005029,0.0248631,0.0022886,0.0059521,0.0018338,0.0005438,0.0008928,0.0148291,0.0020919,0.0046669,0.0016165,0.0051024,0.0075092,0.0009274,0.002138,0.0026871,0.0007039,0.0239573,0.00118,0.0043985,0.0029506,0.0004044,0.0009807,0.0216654,0.0014556,0.0043182,0.0255582,0.0002301,0.0019346,0.0257883
13,0.0024463,0.042999,0.000752,0.0012126,0.0024191,0.0042422,13,1251,93,1,62,1922,21.0027771,0.7757519,300.597229,0.004631,0.0038221,0.0042117,0.0007832,0.0007227,0.000754,0.011083,0.0078947,0.0096099,0.0000947,0.0000677,0.0018857,0.0016078,0.0017274,0.0079671,0.0096776,0.0053254,0.0078942,0.0021657,0.0014212,0.001744,0.0003696,0.000215,0.011083,0.0052564,0.0076793,0.0008923,0.0006809,0.0007623,0.0055534,0.0029569,0.0040759,0.0065895,0.0025046,0.0039885,0.0011193,0.0006327,0.0007739,0.0107005,0.0040004,0.0061454,0.0005147,0.0003218,0.0031759,0.0013298,0.0017701,0.0043157,0.0064672,0.0027231,0.0052989,0.0035809,0.0010507,0.0017925,0.0009264,0.0004463,0.0106162,0.0023306,0.0048526,0.0015993,0.0004981,0.0007996,0.0081872,0.0018954,0.0038561,0.0014142,0.0041755,0.0051785,0.0007763,0.0018407,0.001828,0.0006355,0.0099375,0.0010263,0.0035401,0.0022018,0.0003845,0.0008879,0.0097308,0.0012979,0.0035499,0.0111277,0.00005,0.0017208,0.0111777
14,0.00276,0.0611076,0.0006523,0.0009971,0.0019599,0.0038008,14,1624,1999,1,62,1922,19.3861103,0.7410644,265.0916748,0.0047319,0.00298,0.0038082,0.0006767,0.0006323,0.0006539,0.0223928,0.0075816,0.012067,0.0001633,0.0001012,0.0014658,0.0013468,0.0014048,0.0076842,0.0121682,0.0033315,0.0074333,0.0020067,0.0011247,0.001439,0.0003506,0.0002192,0.0221631,0.0031335,0.0072141,0.0008187,0.0005756,0.0006646,0.007396,0.0021181,0.0036068,0.013511,0.0016301,0.0034732,0.0010307,0.0005151,0.0006769,0.0220523,0.0021648,0.0053672,0.0004813,0.0003015,0.0027159,0.0009514,0.0014697,0.0023992,0.0056687,0.0017664,0.0043666,0.0069282,0.0008471,0.0015242,0.0009783,0.0004113,0.0214731,0.0015012,0.0039553,0.0014998,0.0004414,0.0007075,0.0177514,0.001486,0.0032053,0.0012617,0.0033892,0.0121792,0.0007063,0.0015722,0.0043237,0.0005838,0.0193342,0.0008253,0.0028054,0.0055024,0.0003386,0.0007947,0.0202487,0.0010241,0.0028832,0.0223928,0.0000586,0.0014039,0.0224514
15,0.0032332,0.0658027,0.0006464,0.0009747,0.0018736,0.0033229,15,1273,778,0.9999928,61.9861107,1921.152832,18.2305565,0.7333816,233.9694519,0.0037244,0.0027764,0.0033017,0.0006784,0.0006185,0.0006491,0.0129633,0.0075577,0.0109752,0.0002142,0.0001084,0.0014569,0.0012431,0.0013731,0.0076381,0.0110836,0.0039113,0.0067463,0.0018072,0.0011364,0.0014001,0.0003591,0.0002447,0.0128295,0.0036438,0.0065016,0.0007368,0.0005972,0.0006561,0.0053322,0.0020582,0.0031577,0.0077426,0.001826,0.0030687,0.0009919,0.0005553,0.0006688,0.0127179,0.0018687,0.0048153,0.0005862,0.0003099,0.0022987,0.0010606,0.001413,0.0021994,0.0051251,0.0018977,0.0039878,0.0045296,0.000816,0.0014498,0.0009178,0.0004082,0.0125257,0.0014878,0.0035795,0.0017666,0.0004856,0.0006954,0.0099348,0.0014293,0.0029019,0.0012108,0.0030767,0.007489,0.0007405,0.0014959,0.0032584,0.0005816,0.0123331,0.0007677,0.0024951,0.0040303,0.0003993,0.0007779,0.0116248,0.0010911,0.0026308,0.0129851,0.0000586,0.0013688,0.0130437
16,0.0056557,0.0862146,0.0008206,0.0014432,0.0042473,0.0107573,16,1360,331,1,62,1922,24.6194439,0.8552864,445.0361023,0.0180166,0.0051516,0.0108197,0.0009358,0.0007634,0.0008412,0.0794683,0.0152982,0.037494,0.0002157,0.0001475,0.0037034,0.0018371,0.0025338,0.0153771,0.0376414,0.0077729,0.0233241,0.0066589,0.0016193,0.0027237,0.0004892,0.0002944,0.0792256,0.0075321,0.0230298,0.001517,0.0006928,0.0009166,0.0243057,0.0042706,0.0099043,0.0386545,0.0021673,0.009177,0.0020249,0.0006237,0.0009716,0.0789816,0.0030327,0.0153584,0.001037,0.0004172,0.0104326,0.0013034,0.0028598,0.003329,0.0157756,0.0020265,0.0111004,0.0144727,0.0009532,0.0031265,0.0018225,0.0005869,0.0784659,0.0017303,0.0105135,0.0038453,0.0005344,0.0010896,0.0590433,0.0017018,0.0079132,0.0014525,0.0078935,0.0300284,0.0007806,0.0033926,0.007584,0.0009744,0.0784659,0.0009669,0.0069191,0.0107436,0.000362,0.0013962,0.0750667,0.0012742,0.0067504,0.0794708,0.0000789,0.0022555,0.0795497
17,0.0034161,0.0609043,0.0007547,0.0012325,0.0026912,0.0057116,17,2357,698,0.9999956,61.9916649,1921.491699,21.0888882,0.8242255,319.222229,0.0074844,0.003923,0.0055226,0.0008491,0.0007212,0.000765,0.0166221,0.0127957,0.0154049,0.000278,0.0001688,0.0022516,0.0015886,0.0018159,0.0130399,0.0155737,0.0050871,0.0108436,0.0031711,0.0014381,0.0019146,0.0003362,0.000258,0.016564,0.0048636,0.0105855,0.0010179,0.0006898,0.000783,0.0093448,0.0030226,0.0051558,0.0114427,0.0022537,0.0048803,0.0015833,0.0005911,0.0008165,0.0165381,0.003594,0.007684,0.0007142,0.0003645,0.0046284,0.0012574,0.0019865,0.003958,0.0080485,0.0022753,0.0061638,0.0060259,0.0010311,0.002072,0.0013367,0.0004978,0.0164558,0.0019302,0.005666,0.0020348,0.0004951,0.0008684,0.0133274,0.0018729,0.0045338,0.0013369,0.0046972,0.0101097,0.0007784,0.0021564,0.0042213,0.0007355,0.0153751,0.0010005,0.0039616,0.0051703,0.0002617,0.001009,0.0153927,0.001251,0.0040315,0.0168354,0.0000647,0.0017806,0.0169002
18,0.0029441,0.0868314,0.0006995,0.0011047,0.0021901,0.0044156,18,2409,1131,0.9999956,61.9916649,1921.491699,18.8638897,0.7860805,254.0805511,0.0054104,0.0037019,0.0043019,0.0007402,0.0006738,0.0007038,0.0178792,0.0093204,0.0134953,0.0002116,0.0001913,0.0017895,0.0014436,0.0015788,0.0095319,0.0136866,0.004658,0.0092341,0.0022069,0.0012975,0.0016006,0.0003999,0.0002555,0.0177562,0.004426,0.0089786,0.0008705,0.0006206,0.0007132,0.0074534,0.0026186,0.0042043,0.0108918,0.0020387,0.0040038,0.0011405,0.0005736,0.0007303,0.0177562,0.0025356,0.0064274,0.0005879,0.0003269,0.0041135,0.0011679,0.0016523,0.0027067,0.0067543,0.0022897,0.0051312,0.0059237,0.0010042,0.0017135,0.0014249,0.0004455,0.0173279,0.001875,0.0046857,0.0022001,0.0005185,0.0007783,0.0145607,0.001738,0.003678,0.0013723,0.0038981,0.0089421,0.0007797,0.0017882,0.003964,0.000636,0.016717,0.0009507,0.0032621,0.0045263,0.0003992,0.0008743,0.0168535,0.0012102,0.0033129,0.0178934,0.0001711,0.0015658,0.0180645
19,0.0025077,0.0966079,0.0006876,0.0010808,0.0021295,0.003938,19,1653,2341,0.9999928,61.9861107,1921.152832,17.6583328,0.749582,217.6472168,0.0042447,0.0030924,0.0039208,0.0007051,0.0006485,0.0006902,0.0158432,0.0076911,0.0117058,0.0001038,0.000072,0.0016189,0.0013951,0.0015373,0.0077949,0.0117778,0.0044649,0.0085312,0.0018864,0.0012156,0.0015491,0.0003442,0.000211,0.0155898,0.0042026,0.0083202,0.0007966,0.0006,0.0006997,0.0057835,0.0024734,0.0038936,0.0099392,0.0018216,0.0037549,0.0009598,0.0005418,0.0007127,0.0155898,0.0023511,0.0059868,0.0005072,0.000301,0.0023473,0.0010437,0.0015759,0.0025032,0.0062879,0.0019339,0.0048859,0.0041862,0.0008845,0.0016186,0.0009062,0.0004231,0.0155898,0.0015506,0.0044628,0.0017165,0.0004898,0.0007439,0.0138806,0.0015459,0.0035399,0.0013055,0.003732,0.0078443,0.00073,0.0016785,0.0021115,0.0006071,0.0147618,0.000818,0.0031248,0.0031591,0.0003123,0.000831,0.0143668,0.0010539,0.0031847,0.0158508,0.0000381,0.0015307,0.0158889
20,0.0030065,0.0823946,0.0007878,0.0013516,0.0034,0.0065316,20,2192,881,1,62,1922,23.4111118,0.8507231,412.5444336,0.007845,0.004929,0.0064901,0.0008437,0.0007367,0.0007943,0.030452,0.0149888,0.0195038,0.0002878,0.0001619,0.002212,0.0017247,0.002052,0.0150579,0.0196657,0.0056941,0.01375,0.0030759,0.0015268,0.0021428,0.0003944,0.0002702,0.0304025,0.0054345,0.0134798,0.0010432,0.000676,0.0008214,0.0108911,0.0038044,0.0062517,0.0176013,0.0028405,0.006053,0.0012411,0.0006368,0.0008497,0.0304025,0.0038143,0.0097598,0.000676,0.0003664,0.0041095,0.0012634,0.002224,0.0042437,0.0101263,0.0024157,0.0073502,0.0066013,0.0009791,0.002362,0.0019553,0.0005237,0.0304025,0.0019685,0.0068265,0.0028602,0.0005202,0.0009379,0.0221131,0.0018464,0.0054627,0.0014279,0.0055322,0.0160198,0.0007608,0.0025091,0.0049415,0.0008073,0.0276423,0.0010771,0.0047249,0.0062674,0.0004043,0.0011197,0.0282204,0.0013027,0.0047707,0.0305924,0.0000691,0.0020319,0.0306615
21,0.0028904,0.0738709,0.0008201,0.0014351,0.0038283,0.0084784,21,977,2124,0.9999928,61.9861107,1921.152832,20.0583324,0.8294245,293.1416626,0.0109871,0.0074059,0.0085682,0.0009336,0.0007513,0.0008323,0.0491213,0.0210605,0.0330628,0.0001924,0.0001614,0.0027984,0.0018367,0.0022403,0.0212471,0.0332243,0.0070129,0.0176297,0.0051783,0.0013476,0.0024425,0.000495,0.0002769,0.0488127,0.0067886,0.0173527,0.0017434,0.0006283,0.0009011,0.0199857,0.0037805,0.0079825,0.0358074,0.0018927,0.0074823,0.0026372,0.0005845,0.0009469,0.0485224,0.0026513,0.0116806,0.0010268,0.0003941,0.0079793,0.0011357,0.0025924,0.0029429,0.0120747,0.0022577,0.0088172,0.0188737,0.0009672,0.0028065,0.0026612,0.0005768,0.0485224,0.0016713,0.0082405,0.0056001,0.0004992,0.0010482,0.0408007,0.0017791,0.0065041,0.0016135,0.0065146,0.0258636,0.0006308,0.0029921,0.0121621,0.0009457,0.046549,0.0011045,0.0055689,0.0140302,0.0003775,0.0013145,0.046447,0.0012889,0.0055978,0.0492274,0.0000804,0.0021784,0.0493078
22,0.0024118,0.0624785,0.0007503,0.0012386,0.0025993,0.0046675,22,1032,355,0.9999928,61.9861107,1921.152832,18.0027771,0.7866237,234.9916687,0.0053887,0.0035536,0.0044591,0.0008455,0.0006948,0.000762,0.0137681,0.0082544,0.0109399,0.0002231,0.0000922,0.0021315,0.001548,0.0018076,0.0083033,0.0110321,0.005284,0.0088114,0.0025246,0.001317,0.0018356,0.0003357,0.0002207,0.0137681,0.0050484,0.0085907,0.0009883,0.0006243,0.0007695,0.0064515,0.0027678,0.004375,0.0084451,0.0023141,0.0043015,0.0011025,0.0005827,0.0007838,0.0137681,0.0031016,0.0065707,0.0006017,0.0003178,0.0036565,0.0012691,0.0018625,0.0033628,0.0068885,0.0024291,0.0054354,0.0052734,0.0010133,0.0019176,0.0012383,0.000459,0.012568,0.0020204,0.0049764,0.0021412,0.0004809,0.0008379,0.0109086,0.0016827,0.004077,0.0013998,0.0042892,0.0078816,0.0007764,0.0019849,0.0044697,0.0006961,0.0118688,0.0009542,0.0035931,0.0054108,0.0003605,0.0009636,0.0124108,0.0012223,0.0036887,0.0137681,0.0000381,0.0017974,0.0138062
23,0.002248,0.0497356,0.0006711,0.001039,0.0020121,0.0036416,23,317,1701,0.9999884,61.9777794,1920.644409,17.0694447,0.7472003,204.6305542,0.0044866,0.0024851,0.0035669,0.0007299,0.0006235,0.0006797,0.0109459,0.0056388,0.0082176,0.0002021,0.000142,0.0016978,0.001237,0.0014874,0.0057017,0.0083596,0.0043804,0.0065471,0.0019871,0.0011808,0.0015012,0.0003201,0.0002361,0.010828,0.0042003,0.006311,0.0007979,0.000594,0.0006873,0.005949,0.0020929,0.003466,0.0076193,0.0018593,0.0033402,0.0009862,0.0005532,0.0006988,0.0107041,0.0022281,0.0049799,0.0004995,0.0003155,0.0026214,0.0010512,0.0015183,0.0025722,0.0052954,0.0019882,0.0042615,0.0042712,0.0008907,0.0015544,0.0009956,0.0004218,0.0105983,0.0015957,0.0038396,0.0014179,0.0004852,0.0007266,0.0089906,0.0015658,0.0031387,0.0012474,0.0033268,0.006406,0.0007164,0.0016003,0.0028692,0.0006093,0.0104407,0.000874,0.0027175,0.0038504,0.0003453,0.0008233,0.0103982,0.0011927,0.0028501,0.0110852,0.0000629,0.0014683,0.0111481
24,0.002788,0.0530087,0.0006882,0.0010761,0.002171,0.0043599,24,2229,337,0.9999928,61.9861107,1921.152832,17.419445,0.7301126,213.9472198,0.0061806,0.0032052,0.0042276,0.0007346,0.0006611,0.0006916,0.017852,0.0077017,0.0114413,0.0002716,0.0002325,0.0018761,0.0013736,0.0015629,0.007923,0.0116738,0.004783,0.0078561,0.0029336,0.0012045,0.0016204,0.0003214,0.0002687,0.0178184,0.0045094,0.0075875,0.0008803,0.0006099,0.0007044,0.0086911,0.0022858,0.003957,0.0108909,0.0019083,0.0037668,0.0012571,0.0005798,0.000722,0.0175044,0.0026133,0.0058848,0.0006192,0.0003314,0.0049491,0.0011319,0.0016667,0.0029514,0.0062162,0.0018131,0.0048086,0.0065875,0.0009631,0.0017067,0.0023231,0.000448,0.0175044,0.0014162,0.0043606,0.0038027,0.0004869,0.0007782,0.0137943,0.0015983,0.0035478,0.001366,0.0036939,0.009348,0.000762,0.0017703,0.0054161,0.0006562,0.0171501,0.000985,0.0030376,0.0059093,0.0003576,0.0008904,0.0156592,0.0011956,0.0031783,0.0179101,0.0002135,0.001535,0.0181236
25,0.0021636,0.0349239,0.0006164,0.0008998,0.0016605,0.0025749,25,967,1388,0.9999884,61.9777794,1920.644409,17.0055561,0.731688,203.9499969,0.0028715,0.0021543,0.002564,0.00063,0.0005908,0.0006169,0.0080429,0.0059545,0.0066926,0.0001057,0.0000579,0.0013111,0.0011311,0.0012326,0.0060045,0.0067505,0.0034581,0.0053618,0.0015107,0.0010467,0.001241,0.0003088,0.0002089,0.0078674,0.0032299,0.0051529,0.0006851,0.0005629,0.0006214,0.0040836,0.0019242,0.0025855,0.0045687,0.0017187,0.0025261,0.000786,0.0005212,0.0006275,0.0077139,0.0019254,0.0040798,0.0004252,0.000286,0.0018113,0.0009642,0.0012469,0.0021984,0.0043658,0.0017671,0.003449,0.0028185,0.0008402,0.0012678,0.0007379,0.0003768,0.0073627,0.0013971,0.0030723,0.0012111,0.0004374,0.0006451,0.005717,0.0014626,0.0024225,0.0011548,0.0026611,0.0045997,0.0006739,0.0012992,0.0026144,0.0005195,0.007134,0.0006769,0.0021416,0.0030669,0.0003373,0.0006995,0.0076705,0.0010276,0.0022617,0.0080682,0.0000253,0.0012277,0.0080935
26,0.0032357,0.0420025,0.0007705,0.0012389,0.0025331,0.0045156,26,593,731,1,62,1922,20.4277782,0.7550388,290.5222168,0.0052544,0.0035668,0.0044218,0.0008312,0.0007198,0.0007769,0.0140211,0.0088953,0.0121363,0.0002361,0.0001169,0.0019802,0.0015461,0.00177,0.0089771,0.0122531,0.0056105,0.0089629,0.0026245,0.001456,0.0017906,0.0004467,0.0002506,0.0139282,0.0055145,0.0087122,0.0009801,0.0006929,0.0007847,0.0068478,0.0032041,0.0043509,0.0075117,0.002364,0.0042654,0.0011353,0.0006098,0.0007944,0.0138812,0.0036456,0.0069052,0.000543,0.0003419,0.0031499,0.0012482,0.0018055,0.0039475,0.0072471,0.0024392,0.0057487,0.0037076,0.0010973,0.0018352,0.0008306,0.000468,0.013698,0.0020978,0.0052807,0.0014112,0.0005186,0.0008221,0.0099384,0.0019746,0.004147,0.0016523,0.0045211,0.0061115,0.0008985,0.0018963,0.0017378,0.0006521,0.0135391,0.0011654,0.0038691,0.0023392,0.0003751,0.0008992,0.0113885,0.0014469,0.0038118,0.014206,0.0000512,0.001755,0.0142572
27,0.003109,0.0623948,0.0006979,0.0010968,0.0020827,0.0035327,27,2105,726,1,62,1922,18.9361115,0.7216116,257.0249939,0.0037684,0.0029449,0.0034862,0.0007336,0.0006492,0.000703,0.0095637,0.0074808,0.0086258,0.0002004,0.0001606,0.0016097,0.0013941,0.0015394,0.0076384,0.0087864,0.0050628,0.0068324,0.0018102,0.0013279,0.0015452,0.0004007,0.0002493,0.009463,0.0048038,0.0065831,0.0007978,0.0006282,0.0007078,0.0042229,0.0026138,0.003446,0.0051473,0.0020787,0.0033999,0.0009442,0.000564,0.0007187,0.0093764,0.0034091,0.005312,0.0005406,0.0003213,0.0021867,0.0010677,0.0015554,0.0036719,0.0056333,0.0021623,0.0046783,0.002793,0.0009736,0.0015678,0.0009412,0.0004242,0.0092421,0.0017667,0.004254,0.001233,0.0005039,0.0007395,0.0065124,0.0017743,0.0033004,0.0013075,0.003635,0.0048366,0.0007646,0.0016083,0.0017459,0.0005849,0.0085389,0.0006949,0.0030501,0.0023044,0.0003994,0.000802,0.0080302,0.0012787,0.0030387,0.0095657,0.0000977,0.0015362,0.0096634
28,0.0062238,0.0519018,0.0007682,0.0012382,0.0025481,0.004558,28,216,980,1,62,1922,19.1027775,0.7188975,260.8083191,0.0052006,0.0038488,0.0045507,0.0007932,0.0007481,0.0007687,0.0154546,0.0086074,0.0128704,0.0002001,0.0001585,0.001872,0.0017002,0.0017719,0.0088076,0.0130289,0.0047154,0.0091908,0.002438,0.001386,0.0017937,0.0003335,0.0002541,0.0152575,0.0045999,0.0089368,0.0008846,0.0006831,0.0007774,0.0083892,0.0029165,0.004453,0.010684,0.0024094,0.0043388,0.0014149,0.0006483,0.0007916,0.0150077,0.0039266,0.0069334,0.0005623,0.0003395,0.0039919,0.0012715,0.0018225,0.0042322,0.0072729,0.0021992,0.005691,0.0059627,0.0011448,0.0018671,0.0010505,0.0004607,0.0149138,0.0018235,0.0052303,0.001652,0.0005657,0.0008249,0.0129798,0.0018505,0.0041459,0.0016172,0.0044927,0.0083894,0.0008106,0.0019277,0.003177,0.0006619,0.0146452,0.0010771,0.0038308,0.0048227,0.0003929,0.0009166,0.0141632,0.001335,0.0038136,0.0154546,0.0001155,0.00177,0.01557
29,0.0023733,0.0837259,0.0006253,0.0009321,0.0017529,0.0028686,29,1957,923,0.9999884,61.9777794,1920.644409,17.8777771,0.7099147,228.7833405,0.003787,0.0021266,0.0029039,0.0006567,0.0005846,0.0006291,0.0102416,0.0052265,0.007519,0.0002379,0.0001316,0.0013742,0.001138,0.0012887,0.0052754,0.0076506,0.0034586,0.0058589,0.0019788,0.0010951,0.0013031,0.0003041,0.0002308,0.010009,0.0032419,0.0056281,0.0008249,0.0005727,0.0006358,0.0053441,0.0019661,0.0027678,0.006502,0.0018602,0.0027302,0.0010781,0.0005343,0.0006461,0.0097071,0.0019529,0.0043669,0.0005839,0.0003048,0.0025867,0.0009946,0.0013186,0.0022786,0.0046717,0.0017982,0.0036348,0.0033548,0.0008571,0.0013399,0.0009017,0.000394,0.0096312,0.0014472,0.0032409,0.0014004,0.0004471,0.0006676,0.0075169,0.001481,0.0026213,0.0011649,0.002837,0.004548,0.0006742,0.0013782,0.0021078,0.0005342,0.0094126,0.0008388,0.0023028,0.002254,0.0003553,0.0007258,0.0093695,0.0010174,0.0024235,0.0102421,0.0000489,0.0012826,0.010291
30,0.0032627,0.0735941,0.0007205,0.0011662,0.0023998,0.0050382,30,2352,929,0.999971,61.961113,1919.644409,18.2111111,0.7083431,235.9888916,0.0079756,0.0034259,0.0047724,0.000801,0.000697,0.0007283,0.0213265,0.0080852,0.0116568,0.0002425,0.0001451,0.0021772,0.0015268,0.0017166,0.00815,0.0118019,0.0051786,0.0091505,0.0044122,0.0013479,0.0018394,0.0004064,0.0002388,0.0211823,0.0051138,0.0089117,0.0012624,0.0006267,0.0007583,0.0109598,0.0027839,0.0044871,0.0134363,0.0023629,0.0043257,0.0029581,0.0005707,0.0007964,0.0209639,0.0031809,0.0065985,0.001505,0.0003404,0.0056212,0.0011747,0.0018863,0.0034654,0.0069389,0.0021719,0.0055258,0.0083681,0.0009671,0.0019149,0.0036844,0.0004854,0.0209258,0.0017288,0.0050404,0.00463,0.0004836,0.000854,0.0154338,0.0017952,0.0040631,0.0014626,0.0043044,0.0128249,0.0007639,0.0019759,0.0064762,0.0007158,0.0191912,0.0010097,0.0035885,0.0078321,0.0003104,0.0009723,0.0180243,0.0011677,0.0036954,0.0214635,0.0000647,0.0016787,0.0215282
31,0.0059802,0.0504457,0.0007164,0.0011415,0.002208,0.0039033,31,531,1056,0.9999609,61.9416656,1918.458374,18.916666,0.7049097,251.9944458,0.0045303,0.0033374,0.0038071,0.0008186,0.0006859,0.0007282,0.0108312,0.0078594,0.009139,0.0002249,0.000144,0.0019064,0.0014578,0.0016255,0.0079117,0.0092831,0.0049786,0.0072125,0.0021227,0.0012788,0.0016373,0.00041,0.0002449,0.0108312,0.0048347,0.0069677,0.0009139,0.0006116,0.0007391,0.0050192,0.0024955,0.0037178,0.0052455,0.0021002,0.0036621,0.0009442,0.0005358,0.0007457,0.0105931,0.002484,0.0056686,0.000593,0.0003292,0.0021658,0.001054,0.0016492,0.0028304,0.0059978,0.0017659,0.0049477,0.0029077,0.0009074,0.0016649,0.0008138,0.0004406,0.0104774,0.0014843,0.0045071,0.0012656,0.0004786,0.0007695,0.0078801,0.0015568,0.0035712,0.0012964,0.0039265,0.0042314,0.0007079,0.0016954,0.0015147,0.0006136,0.0104774,0.0008889,0.0033129,0.0018944,0.0003362,0.0008368,0.0098102,0.001088,0.0033136,0.0109919,0.0000523,0.0016136,0.0110442
